UF,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
AC,201605,123618,482435,116949,470231,19407,82024,76424,317196,95831,399220
AC,201606,124286,483821,117501,471371,20098,84346,78702,326130,98800,410476
AC,201607,125045,485335,118133,472612,20101,84391,78857,325467,98958,409858
AC,201608,125615,486297,118585,473360,19412,82031,76778,315358,96190,397389
AC,201609,126264,487835,117677,471078,19324,81512,77242,316673,96566,398185
AC,201610,126994,489466,118189,472242,19269,81026,77509,317113,96778,398139
AC,201611,127393,490189,118457,472679,19338,81321,77527,316609,96865,397930
AC,201612,123098,477275,114556,460504,18404,78203,75672,310479,94076,388682
AC,201701,123447,478154,116946,466614,18932,80177,78103,320542,97035,400719
AC,201702,124146,479583,117555,467928,18689,79050,78883,322889,97572,401939
AC,201703,124740,480831,118032,468988,18629,78586,79396,324422,98025,403008
AC,201704,125597,482507,118729,470411,18541,77857,80068,326295,98609,404152
AC,201705,126445,484287,119433,471915,18519,77534,80416,326775,98935,404309
AC,201706,127231,485288,120028,472558,18579,77642,80329,324969,98908,402611
AC,201707,128369,487575,120934,474455,18662,77668,80706,325306,99368,402974
AC,201708,129319,489477,121647,475980,18770,77622,81053,326095,99823,403717
AC,201709,119479,458362,112717,446650,16326,68269,78406,318093,94732,386362
AC,201710,121373,462531,114023,449824,16426,68174,79194,320084,95620,388258
AC,201711,122692,465690,114813,452103,16482,68367,79533,320981,96015,389348
AC,201712,125106,470298,115883,454635,16480,68107,80039,321922,96519,390029
AC,201801,126613,473500,116806,457037,16489,68191,80225,321858,96714,390049
AC,201802,127837,476734,117704,459712,16462,67979,80918,324035,97380,392014
AC,201803,124328,465694,114474,449041,15290,63618,79781,320105,95071,383723
AC,201804,125749,469331,115663,452250,15278,63278,80743,322936,96021,386214
AC,201805,127222,472429,116821,454781,15225,62835,81737,325378,96962,388213
AC,201806,128484,475035,117769,456897,15186,62527,82397,326745,97583,389272
AC,201807,129412,476567,118454,458013,15515,63903,83081,328333,98596,392236
AC,201808,125088,462261,114738,444757,14536,60032,82540,326091,97076,386123
AC,201809,127025,466399,116192,448043,14645,60023,83364,327795,98009,387818
AC,201810,129333,471498,118011,452308,14567,59322,84140,328565,98707,387887
AC,201811,130622,473857,118850,453942,14614,59459,84564,328920,99178,388379
AC,201812,127235,460563,115321,440555,13706,55986,82967,322259,96673,378245
AC,201901,129071,464645,116689,444241,13791,56293,83993,325460,97784,381753
AC,201902,130455,467954,117809,447110,13753,55998,84931,328013,98684,384011
AC,201903,131428,469838,118569,448643,13749,56170,85446,328573,99195,384743
AC,201904,130603,466413,117717,445137,13284,54379,85399,327928,98683,382307
AC,201905,132086,469413,118938,447740,13307,54419,86420,329930,99727,384349
AC,201906,133700,472826,120143,450455,13292,54228,87394,332136,100686,386364
AC,201907,135118,475406,121088,452248,13337,54129,87959,333061,101296,387190
AC,201908,136876,479948,122133,455630,13382,54359,88380,334334,101762,388693
AC,201909,133529,468147,118866,444172,12575,51289,87390,330979,99965,382268
AC,201910,135460,472694,120143,447599,12634,51555,88091,332537,100725,384092
AC,201911,136889,475880,121083,449969,12640,51424,88664,333989,101304,385413
AC,201912,138241,478893,121920,452163,12632,51368,89177,335273,101809,386641
AC,202001,139303,481444,123085,455189,12656,51460,89504,336138,102160,387598
AC,202002,136505,471892,120456,446393,12020,49001,89126,334874,101146,383875
AC,202003,137731,474653,121333,448414,12034,48907,89577,336076,101611,384983
AC,202004,137987,474922,121518,448574,12046,48824,89660,336087,101706,384911
AC,202005,138170,474738,121687,448404,12069,48778,89770,335892,101839,384670
AC,202006,138220,474661,121730,448330,12066,48729,89801,335832,101867,384561
AC,202007,138326,474642,121815,448271,12059,48651,89854,335778,101913,384429
AC,202008,138508,474680,121966,448271,12082,48657,89950,335724,102032,384381
AC,202009,138878,474618,122291,448131,12096,48525,90178,335460,102274,383985
AC,202010,139615,475291,122904,448611,12123,48379,90631,335759,102754,384138
AC,202011,136389,465361,120234,439739,11562,46287,89615,332523,101177,378810
AC,202012,137009,466364,120768,440625,11597,46224,89996,333204,101593,379428
AL,201401,675192,2095327,633597,2036039,113476,388735,425965,1384926,539441,1773661
AL,201402,678526,2100114,635710,2039051,113794,388970,425696,1381629,539490,1770599
AL,201403,681496,2103375,637323,2040229,113795,388076,424771,1375786,538566,1763862
AL,201404,684168,2105897,638852,2040970,113631,386322,424320,1371235,537951,1757557
AL,201405,686532,2108206,640258,2041906,108674,363555,440807,1423286,549481,1786841
AL,201406,689103,2110894,641714,2043008,108792,363739,440652,1420082,549444,1783821
AL,201407,692456,2116073,644038,2046720,109053,364259,441331,1419522,550384,1783781
AL,201408,697311,2123684,647447,2052171,109695,365943,442568,1419090,552263,1785033
AL,201409,699716,2124389,648919,2051487,110074,366090,442607,1415758,552681,1781848
AL,201410,702464,2130718,650633,2056198,110462,367656,442794,1415302,553256,1782958
AL,201411,704947,2135013,652297,2059212,110795,368189,443276,1415535,554071,1783724
AL,201412,707517,2138949,653723,2061436,111413,369860,442863,1412792,554276,1782652
AL,201501,658266,2004493,608839,1935156,94087,320658,420106,1346139,514193,1666797
AL,201502,661894,2010799,610456,1938254,94582,321730,419338,1342852,513920,1664582
AL,201503,664666,2014835,611606,1939698,95205,322914,417881,1336938,513086,1659852
AL,201504,666829,2018459,612728,1941736,95578,323667,417132,1333377,512710,1657044
AL,201505,669708,2023041,614262,1944247,95697,323434,416736,1330225,512433,1653659
AL,201506,671467,2024074,614744,1943144,96077,324557,413049,1314583,509126,1639140
AL,201507,651321,1968789,595762,1888594,91757,312105,399615,1270801,491372,1582906
AL,201508,654629,1973020,597024,1889544,92532,313876,396390,1257436,488922,1571312
AL,201509,656669,1975438,597695,1889809,93406,316233,394184,1249174,487590,1565407
AL,201510,658761,1978153,598501,1890506,94598,320546,391715,1239344,486313,1559890
AL,201511,661239,1981283,599636,1891601,95077,321429,390833,1235184,485910,1556613
AL,201512,663918,1985376,600914,1893438,95399,321933,390344,1232106,485743,1554039
AL,201601,639849,1935520,583082,1855119,90867,310964,375793,1201372,466660,1512336
AL,201602,642541,1940159,584789,1858256,90579,309955,376922,1203370,467501,1513325
AL,201603,646828,1946725,587406,1862356,90075,307584,378911,1207390,468986,1514974
AL,201604,650998,1953371,590084,1866771,89310,304587,381115,1211508,470425,1516095
AL,201605,655295,1960601,592981,1872014,89304,303511,382732,1214502,472036,1518013
AL,201606,659764,1965932,595556,1874570,92518,320097,392467,1241943,484985,1562040
AL,201607,663044,1970117,597613,1876953,91987,317204,393604,1242224,485591,1559428
AL,201608,666704,1974226,599676,1878687,89815,301385,382636,1203302,472451,1504687
AL,201609,670068,1978897,591498,1859046,90229,301294,383147,1203065,473376,1504359
AL,201610,669888,1973254,589560,1850095,89909,298683,381273,1194884,471182,1493567
AL,201611,672576,1976588,590243,1849710,90474,299316,380421,1190354,470895,1489670
AL,201612,641604,1899833,564040,1778140,85962,285481,365782,1149368,451744,1434849
AL,201701,644669,1904390,580473,1813003,84496,288809,379809,1189804,464305,1478613
AL,201702,648733,1909814,583377,1816735,83768,285261,383080,1196726,466848,1481987
AL,201703,653043,1915821,586583,1821219,83494,283039,386401,1203553,469895,1486592
AL,201704,658590,1922631,590722,1826112,82948,279339,390522,1211143,473470,1490482
AL,201705,663111,1928728,594021,1830542,82450,275949,393075,1214867,475525,1490816
AL,201706,666230,1930274,596080,1830555,82281,274075,393189,1209480,475470,1483555
AL,201707,669988,1934632,598685,1833219,81897,271741,395376,1212366,477273,1484107
AL,201708,674638,1940617,601822,1837118,81353,268673,398243,1217475,479596,1486148
AL,201709,618115,1793425,552862,1700719,69785,231548,377821,1164581,447606,1396129
AL,201710,626659,1807153,558180,1710197,69374,229229,382395,1174081,451769,1403310
AL,201711,634371,1819263,561738,1716858,68829,226822,385481,1180611,454310,1407433
AL,201712,646449,1836221,565089,1722882,67993,223695,387153,1182408,455146,1406103
AL,201801,656528,1850576,569412,1730495,67452,221593,388494,1181687,455946,1403280
AL,201802,662447,1859415,572725,1735608,67105,219648,390218,1183129,457323,1402777
AL,201803,647644,1813854,558459,1690320,62225,203136,384621,1163764,446846,1366900
AL,201804,654960,1825547,563590,1698965,62147,201937,388668,1171044,450815,1372981
AL,201805,664957,1842465,570878,1712223,61932,199668,394864,1184084,456796,1383752
AL,201806,671745,1853035,575667,1720037,62036,199024,397838,1188448,459874,1387472
AL,201807,676070,1858562,578876,1724010,63652,205290,400908,1193338,464560,1398628
AL,201808,648218,1782767,557380,1657768,59389,190774,397558,1181495,456947,1372269
AL,201809,653809,1790038,561335,1662733,59582,190267,399654,1182157,459236,1372424
AL,201810,661378,1802208,566791,1671974,59037,186268,401137,1180525,460174,1366793
AL,201811,666736,1809802,570285,1676984,59056,185389,403083,1182171,462139,1367560
AL,201812,647960,1755787,552486,1624967,54880,172435,395318,1160380,450198,1332815
AL,201901,656450,1770732,557273,1636108,54596,172169,398251,1167357,452847,1339526
AL,201902,661960,1780160,560967,1642912,54570,171328,400843,1172071,455413,1343399
AL,201903,665330,1785154,563325,1646471,54621,171261,402277,1173172,456898,1344433
AL,201904,655570,1760092,555152,1623126,52663,164896,398045,1161406,450708,1326302
AL,201905,660727,1768292,558856,1629190,52839,164974,400591,1164804,453430,1329778
AL,201906,666206,1776978,562496,1635323,53051,165030,402910,1168218,455961,1333248
AL,201907,668999,1779401,563858,1635790,52952,164383,403603,1167079,456555,1331462
AL,201908,675305,1788023,567196,1640119,52910,163534,404935,1166656,457845,1330190
AL,201909,653080,1724374,547608,1580886,49378,152134,397986,1146592,447364,1298726
AL,201910,660102,1736881,551783,1589339,49718,152414,400037,1149923,449755,1302337
AL,201911,665227,1746877,554958,1596568,49910,152648,401946,1154171,451856,1306819
AL,201912,670096,1756165,557854,1603063,49908,152252,403742,1158123,453650,1310375
AL,202001,673508,1762477,561778,1611004,50074,152389,404558,1160076,454632,1312465
AL,202002,653547,1712034,545235,1566598,47578,144027,399677,1148584,447255,1292611
AL,202003,658619,1722219,548818,1573899,47912,144527,401124,1152012,449036,1296539
AL,202004,660284,1724124,549924,1575016,47955,144339,401891,1152707,449846,1297046
AL,202005,661934,1725975,551362,1576588,47990,144143,403040,1153958,451030,1298101
AL,202006,663612,1728871,552752,1579080,48138,144348,403767,1154934,451905,1299282
AL,202007,665186,1731588,554050,1581407,48295,144569,404411,1155905,452706,1300474
AL,202008,668232,1736972,556452,1585857,48564,144946,405741,1158163,454305,1303109
AL,202009,670789,1739868,558378,1587848,48811,145141,406732,1158319,455543,1303460
AL,202010,674907,1746265,561510,1592856,49130,145318,408603,1161044,457733,1306362
AL,202011,654420,1699033,546684,1553747,46730,138348,402607,1146684,449337,1285032
AL,202012,657130,1703837,548805,1557704,46917,138495,403992,1149323,450909,1287818
AM,201401,553150,1990552,514314,1932151,102869,380814,336479,1324415,439348,1705229
AM,201402,556685,1999048,517028,1939244,103878,384758,336504,1322136,440382,1706894
AM,201403,562323,2013101,521446,1951226,105342,390152,337035,1321147,442377,1711299
AM,201404,567666,2026156,525424,1962064,106368,393635,337845,1321386,444213,1715021
AM,201405,572309,2037587,528959,1971532,100717,369204,356442,1385026,457159,1754230
AM,201406,578575,2053002,533687,1984417,101768,372763,358264,1388809,460032,1761572
AM,201407,583445,2065500,537400,1995114,102462,375287,360325,1394189,462787,1769476
AM,201408,589745,2082759,542511,2010326,103751,380034,362825,1400486,466576,1780520
AM,201409,593826,2091785,545978,2018381,104843,383635,364227,1402312,469070,1785947
AM,201410,598942,2107617,549744,2032093,105734,387380,366145,1408969,471879,1796349
AM,201411,602668,2117876,552630,2041038,106271,389275,367752,1413854,474023,1803129
AM,201412,605512,2126316,554746,2048216,107128,392840,368200,1414885,475328,1807725
AM,201501,565491,2016477,522741,1951524,95704,359275,350241,1356722,445945,1715997
AM,201502,568409,2024265,524902,1958154,96085,360523,351235,1359705,447320,1720228
AM,201503,571630,2033873,527327,1966339,97158,364440,351187,1359011,448345,1723451
AM,201504,574514,2042536,529577,1973877,97893,367228,351840,1360721,449733,1727949
AM,201505,577160,2050231,531427,1980274,98258,368840,352117,1361017,450375,1729857
AM,201506,579444,2056239,532512,1983956,99104,373282,348651,1346124,447755,1719406
AM,201507,561876,2006600,516764,1935160,96148,367394,334465,1292673,430613,1660067
AM,201508,565664,2017589,518891,1943031,97455,373275,332366,1283870,429821,1657145
AM,201509,568484,2025300,520509,1948605,98487,377364,331245,1279202,429732,1656566
AM,201510,571414,2033107,522221,1954278,99589,381658,330684,1276384,430273,1658042
AM,201511,574220,2039975,523965,1959415,100255,383931,331371,1278170,431626,1662101
AM,201512,577613,2049073,526142,1966485,100816,385886,332599,1282534,433415,1668420
AM,201601,554409,1989762,511131,1923431,96378,372824,320637,1249767,417015,1622591
AM,201602,557340,1997025,513222,1929465,96198,371620,323082,1257987,419280,1629607
AM,201603,561862,2008654,516765,1939666,95598,368599,327010,1270988,422608,1639587
AM,201604,567429,2022949,521395,1952647,95092,366252,331729,1285571,426821,1651823
AM,201605,571582,2033665,524806,1962253,94931,365172,335237,1296338,430168,1661510
AM,201606,576138,2044452,527924,1970687,94325,362899,348421,1346549,442746,1709448
AM,201607,581605,2057840,531803,1981532,94379,362980,350735,1352210,445114,1715190
AM,201608,585516,2067397,534715,1989568,95474,366540,340062,1307053,435536,1673593
AM,201609,589328,2076299,529148,1977131,95769,367288,341897,1311524,437666,1678812
AM,201610,593977,2088164,531913,1985457,96252,369015,342523,1311443,438775,1680458
AM,201611,596866,2095255,533305,1989756,96934,371286,342208,1309604,439142,1680890
AM,201612,583440,2060697,522816,1958661,95467,367249,335334,1286515,430801,1653764
AM,201701,586114,2066426,536700,1991902,93295,359281,349579,1340759,442874,1700040
AM,201702,589432,2073867,539218,1998146,93405,358851,351767,1347090,445172,1705941
AM,201703,593087,2082107,542061,2005206,93562,358651,354043,1353488,447605,1712139
AM,201704,598913,2094033,546517,2015096,94188,359515,357067,1360750,451255,1720265
AM,201705,604488,2106107,550922,2025411,94832,360715,359366,1365718,454198,1726433
AM,201706,609568,2116517,554738,2033864,95583,362489,359785,1363370,455368,1725859
AM,201707,614196,2126338,558033,2041709,96004,362875,361615,1367745,457619,1730620
AM,201708,619531,2137724,561776,2050756,97628,366868,361833,1367224,459461,1734092
AM,201709,569086,1985667,516418,1907348,86035,326277,343937,1312304,429972,1638581
AM,201710,578427,2005447,522620,1922993,86884,327890,347977,1323154,434861,1651044
AM,201711,586516,2021224,527269,1934217,87096,327942,351553,1332107,438649,1660049
AM,201712,599323,2042815,531839,1945252,87272,328336,353907,1337070,441179,1665406
AM,201801,609295,2059394,536582,1955618,87397,328529,355403,1337815,442800,1666344
AM,201802,616297,2072805,541259,1965746,87734,328794,358361,1343710,446095,1672504
AM,201803,599611,2017078,525068,1910662,82404,309157,352718,1322776,435122,1631933
AM,201804,610083,2038063,532607,1927617,83241,310544,358123,1335788,441364,1646332
AM,201805,621957,2062258,541215,1947322,84007,311740,364311,1351181,448318,1662921
AM,201806,630302,2078966,547360,1961000,84836,313799,367795,1357903,452631,1671702
AM,201807,634270,2085954,550299,1966463,85970,317459,371757,1369512,457727,1686971
AM,201808,611798,2019790,532416,1907749,82408,304303,367081,1354193,449489,1658496
AM,201809,617951,2032737,537033,1918326,83685,308126,368281,1354521,451966,1662647
AM,201810,628162,2054219,544781,1936212,85091,312020,368997,1349044,454088,1661064
AM,201811,634309,2065109,548511,1943770,85895,314179,369717,1347567,455612,1661746
AM,201812,618548,2012879,534042,1894414,82340,301625,363545,1325897,445885,1627522
AM,201901,628632,2032461,540140,1910042,82312,300692,369016,1344263,451328,1644955
AM,201902,635369,2046586,544740,1921244,83058,302083,371557,1350608,454615,1652691
AM,201903,641431,2059732,549226,1932031,84127,305450,373108,1352224,457235,1657674
AM,201904,637895,2045299,544797,1915941,82723,300006,370926,1344443,453649,1644449
AM,201905,645328,2060876,550191,1928536,83545,301921,374019,1351074,457564,1652995
AM,201906,653026,2076692,555622,1941233,84321,303526,377238,1358886,461559,1662412
AM,201907,659854,2088844,559848,1949917,85255,305436,378700,1360884,463955,1666320
AM,201908,669196,2106941,565242,1962447,86427,308235,379916,1362092,466343,1670327
AM,201909,650175,2044359,547551,1903005,82153,292538,373880,1342697,456033,1635235
AM,201910,659574,2065404,553699,1919177,83425,295764,376581,1349837,460006,1645601
AM,201911,666237,2080760,557896,1930940,83998,296684,378935,1357559,462933,1654243
AM,201912,672788,2094857,561862,1941392,84461,297283,381051,1364035,465512,1661318
AM,202001,676928,2103749,567244,1953718,84681,297473,382413,1368218,467094,1665691
AM,202002,662974,2063953,555322,1918077,81860,286796,379799,1362741,461659,1649537
AM,202003,669062,2077919,559781,1929170,82544,288178,381730,1368959,464274,1657137
AM,202004,670798,2080212,561044,1930808,82692,288128,382631,1370325,465323,1658453
AM,202005,671608,2080482,561660,1930790,82703,287812,383022,1370174,465725,1657986
AM,202006,672568,2081307,562392,1931286,82696,287420,383531,1370677,466227,1658097
AM,202007,674465,2083334,563896,1932793,82851,287321,384442,1371349,467293,1658670
AM,202008,677999,2088455,566588,1936776,83353,287927,385684,1372520,469037,1660447
AM,202009,681068,2090116,568853,1937375,83975,288683,386540,1370460,470515,1659143
AM,202010,684807,2094807,571510,1940711,84582,289315,387718,1371555,472300,1660870
AM,202011,665050,2041524,556400,1894672,81332,278268,381506,1353729,462838,1631997
AM,202012,668164,2046349,558712,1898501,81784,278701,382711,1356021,464495,1634722
AP,201401,88256,321940,83496,313645,19585,71895,53872,210572,73457,282467
AP,201402,88801,323178,83921,314697,19713,72350,53940,210470,73653,282820
AP,201403,89555,324977,84429,315992,19740,72387,54126,210753,73866,283140
AP,201404,90371,327082,85055,317748,19854,72677,54358,211223,74212,283900
AP,201405,91209,329291,85755,319694,17781,64551,58458,225501,76239,290052
AP,201406,93045,334265,87318,324308,18101,65603,59436,228341,77537,293944
AP,201407,94247,337476,88368,327365,18371,66537,60081,230107,78452,296644
AP,201408,95911,342093,89870,331749,18880,68137,60857,232385,79737,300522
AP,201409,97264,345390,91072,334822,19259,69230,61484,233823,80743,303053
AP,201410,98756,349762,92278,338693,19620,70472,62107,235796,81727,306268
AP,201411,100119,353293,93112,341305,19944,71565,62296,236261,82240,307826
AP,201412,101212,356343,93897,343762,20241,72609,62468,236684,82709,309293
AP,201501,90541,323500,83714,312182,17600,64395,55196,213938,72796,278333
AP,201502,90713,323968,83873,312636,17602,64356,55326,214400,72928,278756
AP,201503,91430,325978,84529,314587,17675,64422,55829,216032,73504,280454
AP,201504,92359,328564,85359,317053,17858,64858,56267,217460,74125,282318
AP,201505,93165,330914,86072,319280,18061,65401,56441,218007,74502,283408
AP,201506,93660,332304,86526,320602,18301,66483,56319,216978,74620,283461
AP,201507,90926,322894,83668,310909,17636,64621,53845,207745,71481,272366
AP,201508,91718,325215,84276,312921,17919,65745,53616,206662,71535,272407
AP,201509,92396,327014,84852,314558,18217,66738,53606,206317,71823,273055
AP,201510,93033,328753,85376,316112,18444,67531,53652,206221,72096,273752
AP,201511,93665,330224,85912,317439,18667,68306,53765,206246,72432,274552
AP,201512,94439,332227,86610,319365,18827,68973,54166,207136,72993,276109
AP,201601,91450,324059,84522,313292,18091,66727,52394,202377,70485,269104
AP,201602,92016,325562,85017,314718,17995,66528,53018,204237,71013,270765
AP,201603,92678,327110,85461,315960,17697,65646,53613,205928,71310,271574
AP,201604,93364,328882,85979,317494,17437,64834,54286,207960,71723,272794
AP,201605,94309,331037,86555,319120,17201,64019,54819,209682,72020,273701
AP,201606,95719,334434,87623,322032,16502,61116,57971,221535,74473,282651
AP,201607,96922,337426,88624,324741,16593,61112,58525,223075,75118,284187
AP,201608,97968,340071,89505,327174,17436,64155,56519,214483,73955,278638
AP,201609,98748,341746,88815,325663,17611,64554,56742,214977,74353,279531
AP,201610,99622,343798,89365,327159,17599,64410,57117,215988,74716,280398
AP,201611,100071,345010,89700,328177,17698,64661,57287,216508,74985,281169
AP,201612,98239,340297,88197,323783,17338,63555,56456,213852,73794,277407
AP,201701,98850,341837,90702,329724,16485,60056,59414,225089,75899,285145
AP,201702,99365,343019,91135,330789,16500,60049,59687,225757,76187,285806
AP,201703,99838,344169,91528,331818,16618,60405,59929,226391,76547,286796
AP,201704,100644,345721,92208,333209,16671,60353,60359,227332,77030,287685
AP,201705,101512,347715,92963,335020,16739,60344,60846,228648,77585,288992
AP,201706,102299,349161,93624,336269,16864,60379,60956,228417,77820,288796
AP,201707,103462,351861,94623,338701,17092,60842,61470,229712,78562,290554
AP,201708,104595,354296,95616,340959,17309,60981,62017,231277,79326,292258
AP,201709,99866,339140,91397,326677,16059,56312,60409,225751,76468,282063
AP,201710,102147,343612,93299,330666,16197,56333,61978,229375,78175,285708
AP,201711,104487,347611,94740,333540,16304,56401,63065,231678,79369,288079
AP,201712,107371,352060,96064,336171,16314,56276,63989,233370,80303,289646
AP,201801,111440,358270,98307,340323,16494,56377,65189,235411,81683,291788
AP,201802,113710,362018,99447,342795,16604,56445,65832,236919,82436,293364
AP,201803,111031,353138,97089,334794,15756,53464,65190,234812,80946,288276
AP,201804,112930,356729,98337,337553,15736,53104,66125,237408,81861,290512
AP,201805,114990,361119,99807,341192,15730,52721,67299,240847,83029,293568
AP,201806,116555,364327,101032,343950,15827,52758,68170,243014,83997,295772
AP,201807,117661,366487,101898,345798,15876,52518,69322,246638,85198,299156
AP,201808,115398,359102,100022,339125,15286,50442,69041,245245,84327,295687
AP,201809,117321,362566,101386,341825,15408,50693,69823,246635,85231,297328
AP,201810,118926,365990,102532,344586,15484,51005,69819,245754,85303,296759
AP,201811,121084,370410,104064,348090,15768,51630,70493,247139,86261,298769
AP,201812,119950,365984,102914,343644,15331,50033,70006,244996,85337,295029
AP,201901,122768,371753,104900,348577,15539,50277,71348,248994,86887,299271
AP,201902,124805,376265,106507,352452,15787,50894,72217,251178,88004,302072
AP,201903,126676,380293,108016,355956,16044,51502,72871,252587,88915,304089
AP,201904,126798,380279,108051,355819,15790,50631,73227,253564,89017,304195
AP,201905,128257,383332,109099,358304,15829,50780,74047,255408,89876,306188
AP,201906,130977,389116,110980,362964,16203,51686,75040,258013,91243,309699
AP,201907,132985,392972,112132,365630,16378,52045,75536,259120,91914,311165
AP,201908,135408,398157,113660,369518,16624,52539,76208,260754,92832,313293
AP,201909,132510,388858,110838,360506,15916,50087,75408,258267,91324,308354
AP,201910,134743,394060,112368,364741,16133,50693,76330,260857,92463,311550
AP,201911,136319,397762,113419,367736,16276,51027,76966,262858,93242,313885
AP,201912,137448,400211,114082,369594,16277,50834,77475,264471,93752,315305
AP,202001,138341,401884,115534,372365,16320,50896,77758,265146,94078,316042
AP,202002,136506,396454,113730,367207,15814,49149,77460,264463,93274,313612
AP,202003,137993,399802,114819,369892,15995,49540,77847,265662,93842,315202
AP,202004,138285,400195,115053,370207,16014,49551,78028,265916,94042,315467
AP,202005,138809,401003,115541,370968,16107,49698,78335,266356,94442,316054
AP,202006,139108,401421,115808,371333,16178,49826,78403,266365,94581,316191
AP,202007,139751,402307,116363,372099,16326,50081,78620,266587,94946,316668
AP,202008,140463,403352,116989,373000,16462,50280,78875,266845,95337,317125
AP,202009,141788,405909,118154,375266,16718,50855,79274,267267,95992,318122
AP,202010,144267,411912,120249,380487,17163,52009,79985,268756,97148,320765
AP,202011,140563,402809,117507,372762,16661,50559,78961,265755,95622,316314
AP,202012,141211,403868,118067,373705,16754,50714,79225,266159,95979,316873
BA,201401,3065481,9112783,2780205,8701729,453423,1500397,1880159,5958188,2333582,7458585
BA,201402,3081252,9132123,2788519,8708861,454326,1499894,1879214,5940641,2333540,7440535
BA,201403,3098474,9151499,2797280,8714371,454472,1495572,1877055,5916839,2331527,7412411
BA,201404,3116097,9173757,2807408,8724800,454792,1491597,1877588,5902689,2332380,7394286
BA,201405,3131294,9192713,2815752,8732871,439402,1422053,1946311,6107691,2385713,7529744
BA,201406,3149009,9215206,2825486,8742799,440570,1423492,1947916,6096350,2388486,7519842
BA,201407,3162594,9235295,2833982,8754780,441376,1424442,1951458,6095936,2392834,7520378
BA,201408,3188821,9275209,2851594,8780851,443567,1427907,1959053,6097358,2402620,7525265
BA,201409,3205030,9289774,2861170,8785081,445468,1430508,1960339,6082750,2405807,7513258
BA,201410,3223601,9325755,2872572,8809316,447568,1435948,1963913,6084337,2411481,7520285
BA,201411,3239918,9353197,2882968,8826777,449092,1438382,1967572,6085410,2416664,7523792
BA,201412,3254402,9376075,2890949,8838538,450640,1440992,1967806,6078071,2418446,7519063
BA,201501,3001627,8696893,2676182,8223321,371159,1203621,1863076,5771178,2234235,6974799
BA,201502,3020462,8732279,2687846,8246771,373012,1205891,1864948,5771332,2237960,6977223
BA,201503,3038563,8762910,2696522,8261024,374512,1206598,1863623,5760055,2238135,6966653
BA,201504,3053907,8789233,2703579,8273163,375649,1206321,1862328,5751551,2237977,6957872
BA,201505,3070425,8818159,2712591,8289359,375086,1201155,1862875,5745402,2237961,6946557
BA,201506,3082250,8831428,2716687,8288837,375870,1201550,1849072,5687347,2224942,6888897
BA,201507,2971841,8537026,2620983,8010146,354755,1135855,1786137,5492668,2140892,6628523
BA,201508,2990637,8568592,2630345,8025750,358153,1143535,1775743,5448086,2133896,6591621
BA,201509,3003328,8585703,2636435,8031993,360833,1149291,1768063,5414876,2128896,6564167
BA,201510,3015514,8602393,2642577,8038892,363380,1156031,1762572,5388866,2125952,6544897
BA,201511,3028090,8621670,2649979,8049962,364722,1157705,1762292,5381282,2127014,6538987
BA,201512,3042783,8645453,2658907,8064101,364914,1155186,1765585,5383605,2130499,6538791
BA,201601,2965874,8495516,2619809,7986922,353411,1127761,1721796,5295466,2075207,6423227
BA,201602,2978713,8518855,2628692,8003453,351476,1120669,1729981,5313364,2081457,6434033
BA,201603,2998473,8554286,2642898,8030050,348595,1109078,1743502,5343520,2092097,6452598
BA,201604,3020377,8590408,2659166,8057521,344985,1094616,1760224,5378557,2105209,6473173
BA,201605,3039368,8624816,2673626,8084820,343549,1087275,1773279,5407062,2116828,6494337
BA,201606,3054821,8645252,2682602,8094775,343557,1117710,1823018,5543757,2166575,6661467
BA,201607,3069591,8666739,2691468,8106467,342205,1109284,1825379,5539731,2167584,6649015
BA,201608,3085660,8686599,2700134,8113760,345428,1079981,1775275,5376133,2120703,6456114
BA,201609,3100256,8708502,2652219,7999009,347821,1083108,1776286,5368295,2124107,6451403
BA,201610,3114736,8728359,2656027,7997371,351683,1090442,1771305,5339322,2122988,6429764
BA,201611,3124091,8740326,2656720,7992149,355298,1097152,1765087,5313666,2120385,6410818
BA,201612,2961792,8368795,2531538,7663466,335775,1040379,1695949,5125063,2031724,6165442
BA,201701,2972292,8385666,2619852,7859590,314394,1011061,1762373,5307130,2076767,6318191
BA,201702,2987442,8408655,2630698,7875773,312731,1001911,1772758,5327775,2085489,6329686
BA,201703,3006514,8438751,2644657,7897688,312039,994797,1785309,5352656,2097348,6347453
BA,201704,3033013,8480679,2663507,7927245,311689,986862,1799606,5377847,2111295,6364709
BA,201705,3057267,8517100,2680630,7952490,311880,981812,1809569,5388143,2121449,6369955
BA,201706,3076425,8538605,2692829,7962724,313017,980353,1808988,5362399,2122005,6342752
BA,201707,3096977,8570907,2705065,7981700,314323,980058,1814016,5365471,2128339,6345529
BA,201708,3122416,8609202,2720019,8003774,316251,981142,1821016,5370581,2137267,6351723
BA,201709,2895828,8054125,2540305,7516699,282864,877831,1748314,5188256,2031178,6066087
