ibge,anomes,cadunico_tot_fam,cadunico_tot_pes,cadunico_tot_fam_rpc_ate_meio_sm,cadunico_tot_pes_rpc_ate_meio_sm,cadunico_tot_fam_pob,cadunico_tot_pes_pob,cadunico_tot_fam_ext_pob,cadunico_tot_pes_ext_pob,cadunico_tot_fam_pob_e_ext_pob,cadunico_tot_pes_pob_e_ext_pob
431915,202112,1152,2631,904,2247,47,118,679,1659,726,1777
431920,202112,1301,2902,1070,2605,37,83,915,2214,952,2297
431930,202112,723,1829,491,1400,176,491,157,472,333,963
431935,202112,87,226,61,171,15,39,14,35,29,74
431936,202112,322,885,186,552,37,109,87,246,124,355
431937,202112,154,384,97,276,13,35,41,105,54,140
431940,202112,3208,7297,1953,5070,157,428,1132,2797,1289,3225
431950,202112,2137,5330,1678,4598,369,1055,676,1816,1045,2871
431960,202112,3180,7496,2414,6151,644,1736,648,1637,1292,3373
431970,202112,414,1020,184,521,39,121,39,90,78,211
431971,202112,83,202,35,107,4,16,7,14,11,30
431973,202112,502,1573,406,1387,49,150,273,954,322,1104
431975,202112,119,245,30,87,4,14,7,16,11,30
431980,202112,1109,2717,862,2327,134,412,497,1241,631,1653
431990,202112,6169,14418,4452,11983,432,1397,2551,6589,2983,7986
432000,202112,13404,30630,9794,25089,1916,5129,4838,12080,6754,17209
432010,202112,2900,6572,1945,5013,370,998,761,1818,1131,2816
432020,202112,1839,4709,1132,3205,259,781,301,812,560,1593
432023,202112,570,1337,280,766,43,121,116,273,159,394
432026,202112,1045,2790,782,2288,204,598,249,743,453,1341
432030,202112,444,1003,243,646,19,53,145,355,164,408
432032,202112,351,866,240,648,23,67,137,336,160,403
432035,202112,690,1882,604,1740,182,489,251,785,433,1274
432040,202112,1165,2709,432,1305,57,194,179,471,236,665
432045,202112,179,484,115,352,17,57,46,130,63,187
432050,202112,590,1403,434,1139,78,218,204,532,282,750
432055,202112,653,1665,448,1296,146,432,95,265,241,697
432057,202112,177,471,140,376,7,17,76,191,83,208
432060,202112,449,1082,137,432,29,100,30,81,59,181
432065,202112,224,608,165,485,39,118,59,172,98,290
432067,202112,810,2225,684,1945,70,224,496,1354,566,1578
432070,202112,1776,4374,1236,3383,218,664,540,1367,758,2031
432080,202112,5230,11759,3951,9841,613,1750,1883,4417,2496,6167
432085,202112,407,1075,303,906,63,201,142,412,205,613
432090,202112,2542,6117,1482,4091,292,800,631,1651,923,2451
432100,202112,1021,2495,501,1491,105,334,81,200,186,534
432110,202112,2249,5662,1595,4511,360,1116,218,578,578,1694
432120,202112,3548,9132,2847,7986,457,1394,1361,3611,1818,5005
432130,202112,2798,6727,2325,6027,648,1716,1023,2676,1671,4392
432132,202112,230,634,118,377,19,66,57,163,76,229
432135,202112,1054,2388,705,1800,82,212,477,1213,559,1425
432140,202112,1844,5179,1421,4352,181,589,886,2641,1067,3230
432143,202112,1554,3941,1179,3358,81,239,750,2096,831,2335
432145,202112,1878,4852,1203,3481,169,510,396,960,565,1470
432146,202112,112,306,85,268,26,95,27,79,53,174
432147,202112,515,1362,304,937,104,315,52,159,156,474
432149,202112,471,1122,239,657,25,67,100,244,125,311
432150,202112,3682,8869,2746,7269,547,1521,1220,3136,1767,4657
432160,202112,5950,14701,4378,12229,1004,3078,1387,3843,2391,6921
432162,202112,237,517,40,114,5,18,12,22,17,40
432163,202112,160,375,30,80,0,0,6,8,6,8
432166,202112,678,1817,535,1534,102,338,192,478,294,816
432170,202112,1645,4326,1132,3394,196,636,468,1308,664,1944
432180,202112,3233,7477,1776,4790,301,869,702,1631,1003,2500
432183,202112,403,1125,287,873,59,207,104,286,163,493
432185,202112,873,2209,505,1510,55,171,228,656,283,827
432190,202112,2087,4919,1472,3955,131,411,920,2332,1051,2743
432195,202112,982,2436,646,1810,130,345,253,713,383,1058
432200,202112,3762,9011,2757,7462,329,942,1717,4571,2046,5513
432210,202112,419,1080,269,791,54,174,116,299,170,473
432215,202112,667,1855,601,1756,52,119,435,1300,487,1419
432218,202112,266,640,118,325,15,49,47,104,62,153
432220,202112,3855,8789,2723,6940,530,1334,1258,3202,1788,4536
432225,202112,117,313,79,238,12,34,48,143,60,177
432230,202112,812,1883,425,1177,56,158,176,449,232,607
432232,202112,524,1252,336,938,63,173,139,353,202,526
432234,202112,287,706,136,385,27,61,22,57,49,118
432235,202112,45,128,19,60,6,21,4,12,10,33
432237,202112,322,804,285,744,18,33,229,594,247,627
432240,202112,17679,41280,12997,35042,1211,2985,8168,23093,9379,26078
432250,202112,6065,16577,4498,13476,1086,3366,1891,5657,2977,9023
432252,202112,492,1150,316,821,35,90,173,421,208,511
432253,202112,933,2678,623,1909,150,502,56,152,206,654
432254,202112,709,1639,209,610,28,70,32,88,60,158
432255,202112,107,276,61,177,3,9,30,80,33,89
432260,202112,5550,13718,4113,11080,1066,2965,1524,3936,2590,6901
432270,202112,2194,5705,1787,4966,511,1504,531,1402,1042,2906
432280,202112,1483,3592,769,2223,104,340,269,644,373,984
432285,202112,147,437,25,75,2,6,5,14,7,20
432290,202112,376,998,225,659,66,209,53,119,119,328
432300,202112,28909,69686,21758,58328,2615,8020,13533,34550,16148,42570
432310,202112,931,2372,667,1894,67,191,458,1303,525,1494
432320,202112,201,461,80,242,7,26,27,69,34,95
432330,202112,222,498,70,220,10,25,7,24,17,49
432335,202112,167,476,60,208,9,33,13,41,22,74
432340,202112,347,859,154,500,17,54,43,142,60,196
432345,202112,799,1700,686,1566,15,36,582,1304,597,1340
432350,202112,361,891,187,558,30,90,63,190,93,280
432360,202112,233,686,43,148,3,7,13,42,16,49
432370,202112,349,813,215,590,25,73,129,342,154,415
432375,202112,493,1186,370,952,98,256,145,375,243,631
432377,202112,167,509,33,109,2,7,8,15,10,22
432380,202112,2001,5270,1377,4123,211,671,685,1996,896,2667
500020,202112,3362,8004,2299,6276,227,713,1423,3722,1650,4435
500025,202112,1229,2974,766,2109,87,229,381,1015,468,1244
500060,202112,8599,23595,5895,17964,720,2282,3417,10602,4137,12884
500070,202112,4953,12092,3516,9694,660,1895,1508,4179,2168,6074
500080,202112,1729,4104,1041,2861,187,591,394,951,581,1542
500085,202112,2120,5192,1489,4092,398,1148,639,1635,1037,2783
500090,202112,2245,5725,1514,4469,215,685,480,1530,695,2215
500100,202112,3924,9663,2964,8092,427,1296,1462,3703,1889,4999
500110,202112,9515,23292,6398,18406,1272,3890,2151,6997,3423,10887
500124,202112,2256,6282,1799,5547,315,859,949,3095,1264,3954
500150,202112,1504,3263,997,2551,150,431,487,1177,637,1608
500190,202112,5419,13679,3483,9923,713,2017,976,2623,1689,4640
500200,202112,2853,6445,1940,4912,168,433,1217,2976,1385,3409
500210,202112,5115,11655,3613,9663,1124,2886,1432,4023,2556,6909
500215,202112,1508,4020,1100,3272,100,328,637,1875,737,2203
500220,202112,3191,8400,2229,6677,401,1254,896,2583,1297,3837
500230,202112,2131,4800,1626,4102,209,505,1072,2669,1281,3174
500240,202112,4376,12448,3136,9879,443,1488,1324,4237,1767,5725
500260,202112,3511,7315,2286,5690,294,756,1300,3079,1594,3835
500270,202112,151251,347531,93449,251427,13565,39883,37335,91860,50900,131743
500280,202112,1491,3654,1001,2883,179,539,467,1336,646,1875
500290,202112,3953,9378,2357,6564,337,1058,791,1889,1128,2947
500295,202112,3984,9390,2589,6939,439,1317,1064,2480,1503,3797
500310,202112,1069,2107,733,1693,115,247,383,901,498,1148
500315,202112,4229,11016,3393,9810,269,799,2466,7219,2735,8018
500320,202112,21676,55792,14834,44482,3727,11472,4755,15435,8482,26907
500325,202112,5751,12387,3971,9916,500,1243,2398,6006,2898,7249
500330,202112,7186,15819,4695,12238,540,1428,2344,6356,2884,7784
500345,202112,2183,5222,1473,4104,292,846,558,1533,850,2379
500348,202112,2526,6298,1862,5164,233,679,1110,3088,1343,3767
500350,202112,1370,3656,770,2363,101,294,301,900,402,1194
500370,202112,29669,73878,21376,60455,2515,8134,11445,31522,13960,39656
500375,202112,2725,6966,1823,5120,259,808,679,1712,938,2520
500380,202112,3678,8931,2566,7072,752,2205,432,1239,1184,3444
500390,202112,685,1407,419,1071,62,180,240,598,302,778
500400,202112,1684,4191,1105,3065,202,623,367,912,569,1535
500410,202112,2573,6021,1797,4895,192,492,997,2870,1189,3362
500430,202112,2960,7019,2022,5638,298,931,823,2458,1121,3389
500440,202112,1679,3888,907,2599,139,418,306,936,445,1354
500450,202112,1761,4207,1076,3009,170,495,301,777,471,1272
500460,202112,3974,10213,2351,7029,410,1349,644,1805,1054,3154
500470,202112,2689,7028,1687,5015,440,1441,372,975,812,2416
500480,202112,2205,6593,1830,6001,170,502,1345,4515,1515,5017
500490,202112,1221,2737,710,1966,116,390,174,474,290,864
500500,202112,4499,11485,2897,8905,734,2691,279,902,1013,3593
500510,202112,740,1814,482,1346,38,102,296,801,334,903
500515,202112,1753,4455,1350,3811,177,544,776,2082,953,2626
500520,202112,3600,10151,2747,8678,668,2067,1163,3980,1831,6047
500525,202112,1033,2879,814,2560,81,273,512,1593,593,1866
500540,202112,5149,12986,2990,9075,705,2630,290,776,995,3406
500560,202112,5675,14991,4527,13544,286,827,3666,11201,3952,12028
500568,202112,4806,10223,2945,7429,800,1922,865,2297,1665,4219
500570,202112,8699,19709,5696,14749,868,2533,2644,6248,3512,8781
500580,202112,3354,8515,2433,6901,613,1748,988,2858,1601,4606
500600,202112,3733,9079,2696,7431,609,1760,991,2830,1600,4590
500620,202112,8640,21963,5839,16687,1006,3031,2526,6830,3532,9861
500625,202112,569,1496,377,1120,62,189,112,310,174,499
500627,202112,864,2230,528,1634,103,319,146,436,249,755
500630,202112,7947,17449,4430,11728,896,2554,1241,3237,2137,5791
500635,202112,3090,9525,2378,8566,172,586,1608,6404,1780,6990
500640,202112,1923,4040,1252,3148,48,135,830,2023,878,2158
500660,202112,20701,50261,14180,40807,4046,13200,3517,10438,7563,23638
500690,202112,2769,7136,1808,5536,463,1602,492,1496,955,3098
500710,202112,3341,8586,2475,7089,621,1897,727,1953,1348,3850
500720,202112,5454,13432,3602,10312,793,2420,1143,3274,1936,5694
500730,202112,1192,2842,638,1826,126,354,147,437,273,791
500740,202112,5023,11604,3280,8940,505,1440,1521,3960,2026,5400
500750,202112,1112,2749,767,2163,103,263,318,843,421,1106
500755,202112,1100,2791,651,1945,100,328,164,438,264,766
500769,202112,5627,13460,3162,8907,567,1729,431,1114,998,2843
500770,202112,1474,3902,999,3100,175,605,314,944,489,1549
500780,202112,1287,3059,825,2294,159,491,214,535,373,1026
500790,202112,7632,19751,5638,16237,1185,3659,2278,6492,3463,10151
500793,202112,2199,5407,1596,4393,360,1044,538,1369,898,2413
500795,202112,2881,6943,2256,6123,148,356,1726,4920,1874,5276
500797,202112,814,2047,521,1515,162,472,143,438,305,910
500800,202112,3704,8187,2274,6043,615,1968,330,925,945,2893
500830,202112,19823,47959,13474,36595,2859,8178,4428,11400,7287,19578
500840,202112,1532,3633,961,2579,129,347,406,1035,535,1382
510010,202112,1937,4248,1336,3486,136,292,923,2422,1059,2714
510020,202112,4457,10829,2351,6714,398,1224,658,1648,1056,2872
510025,202112,7357,17272,4612,12970,619,1882,2203,5911,2822,7793
510030,202112,3279,6966,2194,5367,312,753,1149,2693,1461,3446
510035,202112,1297,3305,833,2585,147,471,409,1389,556,1860
510040,202112,2563,5543,1916,4711,208,466,1170,3041,1378,3507
510050,202112,2354,4742,1595,3776,241,597,988,2333,1229,2930
510060,202112,1452,3571,918,2617,135,415,261,693,396,1108
510080,202112,1547,3895,1057,3127,201,642,493,1362,694,2004
510100,202112,706,1588,502,1272,68,174,284,688,352,862
510120,202112,290,519,162,367,10,18,122,276,132,294
510125,202112,2215,5458,1758,4787,165,582,995,2513,1160,3095
510130,202112,1655,4042,1138,3224,234,679,393,1157,627,1836
510140,202112,3261,8160,2179,6794,819,2849,632,2029,1451,4878
510160,202112,1886,4685,1416,4083,125,345,1106,3247,1231,3592
510170,202112,5230,13271,3901,11136,861,2552,1638,4587,2499,7139
510180,202112,15803,34222,10331,26533,2127,5929,3705,10334,5832,16263
510185,202112,1894,4830,1207,3830,449,1464,208,926,657,2390
510190,202112,2296,6341,1454,4941,380,1438,249,891,629,2329
510250,202112,18729,45478,13849,38154,2436,6967,7077,19986,9513,26953
510260,202112,1875,7904,1572,7391,247,1243,954,4943,1201,6186
510263,202112,3569,9871,2155,6881,358,1261,412,1140,770,2401
510267,202112,5814,16185,3297,10536,539,1837,505,1330,1044,3167
510268,202112,1380,3433,997,2784,121,359,493,1312,614,1671
510269,202112,1093,2883,687,2112,150,522,243,686,393,1208
510270,202112,3220,8822,2199,7026,348,1256,880,2770,1228,4026
510279,202112,1924,4846,1136,3456,170,551,374,1038,544,1589
510285,202112,1202,3070,791,2344,205,697,228,609,433,1306
510300,202112,4012,9816,3003,8484,451,1229,1788,5362,2239,6591
510305,202112,1541,4149,954,3041,180,590,216,753,396,1343
510310,202112,1039,2465,712,1943,195,557,198,563,393,1120
510320,202112,3983,9551,2790,7564,596,1787,653,1695,1249,3482
510325,202112,4599,13136,3262,10616,874,3035,825,2709,1699,5744
510330,202112,2706,7907,1791,6300,319,1137,603,2516,922,3653
510335,202112,5099,14392,3839,12325,619,2084,1911,6215,2530,8299
510336,202112,472,1295,342,1097,47,143,183,653,230,796
510337,202112,1528,4275,991,3330,347,1292,216,734,563,2026
510340,202112,101054,220498,66884,171700,14923,43924,22597,54807,37520,98731
510343,202112,1205,2990,775,2241,118,400,360,970,478,1370
510345,202112,1327,3695,994,3042,169,501,435,1319,604,1820
510350,202112,3304,8134,2237,6387,525,1494,886,2552,1411,4046
510360,202112,2152,4281,1348,3347,83,136,946,2542,1029,2678
510370,202112,1851,5105,1371,4314,178,618,838,2680,1016,3298
510380,202112,633,1490,364,1044,61,207,151,427,212,634
510385,202112,1270,4146,931,3533,85,370,625,2469,710,2839
510390,202112,1407,3488,945,2931,294,904,293,1111,587,2015
510395,202112,754,1612,506,1252,25,59,338,880,363,939
510410,202112,5203,13774,3748,11303,687,2146,1885,5908,2572,8054
510420,202112,2657,5352,1802,4235,179,369,1174,2805,1353,3174
510450,202112,607,1446,341,985,78,229,66,189,144,418
510452,202112,878,2438,651,2015,79,252,392,1176,471,1428
510454,202112,1055,2800,794,2362,93,260,486,1524,579,1784
510455,202112,1032,2694,695,2067,143,467,251,676,394,1143
510460,202112,2050,5028,1506,4210,240,707,788,2082,1028,2789
510480,202112,5216,12222,3529,9207,599,1715,1427,3494,2026,5209
510490,202112,1814,4524,1354,3946,265,727,795,2386,1060,3113
510500,202112,1638,3929,1000,2930,210,641,269,778,479,1419
510510,202112,4016,10924,2845,8948,677,2369,882,2858,1559,5227
510515,202112,5632,13905,3718,10559,759,2430,1184,2955,1943,5385
510517,202112,1556,3833,1022,3025,315,1067,180,489,495,1556
510520,202112,2412,4751,1336,3406,130,321,592,1671,722,1992
510523,202112,1346,3087,954,2500,152,415,587,1519,739,1934
510525,202112,8249,21891,6030,17603,937,2921,2760,7552,3697,10473
510530,202112,567,1454,414,1231,29,99,272,805,301,904
510550,202112,2621,7365,1928,6197,372,1255,932,2950,1304,4205
510558,202112,2478,6474,1833,5501,261,719,865,2885,1126,3604
510560,202112,1750,4892,1072,3572,207,744,235,836,442,1580
510562,202112,6241,15032,4519,12129,1000,2723,1645,4785,2645,7508
510590,202112,3147,7692,2317,6610,163,471,1672,4918,1835,5389
510600,202112,1545,3319,1040,2593,152,379,529,1295,681,1674
510610,202112,2786,6525,1889,5353,292,876,998,2809,1290,3685
510615,202112,2999,7153,2092,5739,312,946,1194,3252,1506,4198
510617,202112,1068,3139,842,2782,83,315,592,2010,675,2325
510618,202112,1303,3375,931,2771,197,640,423,1246,620,1886
510619,202112,832,2049,475,1411,67,188,88,230,155,418
510620,202112,1493,3324,699,2025,185,637,34,70,219,707
510621,202112,1698,4407,1018,3134,224,757,261,704,485,1461
510622,202112,5283,14217,3568,10691,1134,3652,471,1294,1605,4946
510623,202112,2941,7126,2128,5833,485,1425,698,1915,1183,3340
510624,202112,1714,4369,860,2772,98,349,185,526,283,875
510625,202112,3353,7853,1898,5338,320,1012,498,1403,818,2415
510626,202112,1561,3713,975,2787,246,806,193,549,439,1355
510627,202112,689,1711,371,1114,90,308,89,274,179,582
510628,202112,1597,3543,1047,2835,257,728,392,1067,649,1795
510629,202112,1799,4894,1263,3926,249,849,365,1149,614,1998
510630,202112,3637,9761,2178,7033,479,1658,394,1423,873,3081
510631,202112,610,1421,445,1176,19,43,338,924,357,967
510637,202112,3942,9055,2790,7400,667,1943,848,2289,1515,4232
510642,202112,5901,16011,4507,13915,981,3362,2132,6551,3113,9913
510645,202112,1130,2157,703,1641,202,424,275,700,477,1124
510650,202112,7551,18393,5921,16612,686,1716,3882,12383,4568,14099
510665,202112,1890,4027,1182,2915,257,590,426,1174,683,1764
510670,202112,458,975,266,700,32,84,151,403,183,487
510675,202112,6707,17854,4523,13819,1105,3777,778,2217,1883,5994
510677,202112,2375,5961,1662,4910,239,779,893,2607,1132,3386
510680,202112,752,1868,424,1270,78,263,110,278,188,541
510682,202112,1668,4607,1216,3887,385,1403,316,945,701,2348
510685,202112,524,1456,364,1140,52,162,191,614,243,776
510700,202112,4323,9940,3007,8170,257,763,2305,6220,2562,6983
510704,202112,11754,27185,7848,20650,1848,5193,1817,4634,3665,9827
510706,202112,2368,6789,1618,5530,339,1190,674,2557,1013,3747
510710,202112,3107,7435,1986,5313,460,1236,572,1480,1032,2716
510715,202112,652,1380,465,1135,27,67,282,678,309,745
510718,202112,2462,5536,1467,4189,359,999,574,1982,933,2981
510719,202112,492,1009,293,741,37,99,168,396,205,495
510720,202112,959,2156,642,1707,132,366,266,689,398,1055
510724,202112,930,2484,655,1969,93,290,335,965,428,1255
510726,202112,1075,1938,594,1357,66,161,312,722,378,883
510729,202112,650,1491,297,840,28,89,82,253,110,342
510730,202112,3149,7387,2140,5860,302,921,1077,2833,1379,3754
510735,202112,1204,3241,929,2859,90,308,689,2107,779,2415
510740,202112,1073,2567,692,1879,108,298,358,929,466,1227
510757,202112,514,1620,397,1437,133,501,116,399,249,900
510760,202112,48070,103151,28967,74278,6047,17291,9048,21161,15095,38452
510770,202112,4480,9807,3081,8059,181,418,2133,5862,2314,6280
510774,202112,395,966,285,803,46,132,150,426,196,558
510775,202112,686,1771,430,1346,93,308,84,248,177,556
510776,202112,607,1456,430,1150,72,209,191,486,263,695
510777,202112,1681,4297,1211,3690,163,526,824,2495,987,3021
510779,202112,844,2174,627,1825,59,155,383,1191,442,1346
510780,202112,4225,10381,3119,8802,716,1993,1326,4232,2042,6225
510785,202112,2136,5424,1240,3850,359,1156,188,689,547,1845
510787,202112,3174,8734,2013,6368,517,1722,145,440,662,2162
510788,202112,604,1361,416,1081,64,163,189,561,253,724
510790,202112,20297,50420,12889,37379,2963,9379,1802,4805,4765,14184
510792,202112,10306,27719,6337,20023,1273,4465,1097,3118,2370,7583
510794,202112,1286,3413,911,2793,302,1018,157,412,459,1430
510795,202112,9920,24921,6716,19289,1415,4522,1901,5133,3316,9655
510800,202112,1672,4226,1122,3311,318,985,117,302,435,1287
510805,202112,1635,4385,1139,3510,237,807,418,1176,655,1983
